Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1159.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-256-go-ch-ordinateur-portable-55650001
HP,HP ZBook Studio G11 U9-185H,Ordinateur portable,"16"" 1920 x 1200 pixels",,32 Go,1000 Go,Intel Arc Graphics,Windows,1.73 kg,CHF 2399.–,https://www.digitec.ch/fr/s1/product/hp-zbook-studio-g11-u9-185h-16-32-go-1000-go-ch-ordinateur-portable-46991407
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1019.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-24-go-512-go-ch-ordinateur-portable-52520073
ASUS,ASUS Vivobook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 5 7430U,8 Go,512 Go,AMD Radeon,Windows,1.50 kg,CHF 677.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-amd-ryzen-5-7430u-8-go-512-go-ch-ordinateur-portable-53695741
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 907.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-de-ordinateur-portable-55650365
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Snapdragon X Plus X1P-42-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.48 kg,CHF 649.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-14-snapdragon-x-plus-x1p-42-100-32-go-1000-go-ch-ordinateur-portable-50342879
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1600 pixels",M3,8 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1045.74,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-8-go-512-go-ch-ordinateur-portable-43366898
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.22 kg,CHF 1512.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-for-business-avec-adaptateur-secteur-copilot-pc-1380-snapdragon--46139905
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,24 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1349.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-24-go-1000-go-ch-ordinateur-portable-43718151
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-1000-go-ch-ordinateur-portable-55778129
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.51 kg,CHF 1849.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-1000-go-ch-ordinateur-portable-55774313
Lenovo,Lenovo ThinkPad X9-14 Gen 1,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.27 kg,CHF 1837.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x9-14-gen-1-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54308853
Lenovo,Lenovo Yoga Slim 7,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.19 kg,CHF 1299.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54245449
Lenovo,Lenovo ThinkPad T14s Gen 6,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen AI 7 PRO 360,32 Go,1000 Go,AMD Radeon,Windows,1.30 kg,CHF 1599.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14s-gen-6-14-amd-ryzen-ai-7-pro-360-32-go-1000-go-ch-ordinateur-portable-52761938
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI 7 350,32 Go,512 Go,AMD Radeon,Windows,1.38 kg,CHF 1149.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-14-amd-ryzen-ai-7-350-32-go-512-go-ch-ordinateur-portable-55802411
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,16 Go,1000 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1499.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-elite-x1e-80-100-16-go-1000-45452069
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1331.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-elite-x1e-80-100-16-go-512--45452073
Microsoft,Microsoft Surface Pro 11. Edition for business – Copilot+ PC,Ordinateur portable,"13"" 2880 x 1920 pixels",Intel Core Ultra 7 268V,32 Go,512 Go,Intel Arc Graphics,Windows,0.90 kg,CHF 2043.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-11-edition-intel-for-business-copilot-pc-13-intel-core-ultra-7-268v-32-go-512--54161670
Microsoft,Microsoft Surface Laptop 7. Edition for business – Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Intel Core Ultra 5 236V,16 Go,512 Go,Intel Arc Graphics,Windows,1.34 kg,CHF 1522.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7-edition-intel-for-business-copilot-pc-1380-intel-core-ultra-5-236v-16-go--54161266
Lenovo,Lenovo ThinkPad X1 Yoga Gen 8,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1335U,32 Go,512 Go,Intel Iris Graphics,Windows,1.38 kg,CHF 1290.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-yoga-gen-8-14-intel-core-i5-1335u-32-go-512-go-ch-ordinateur-portable-25124474
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1628.07,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-24-go-512-go-ch-ordinateur-portable-43720022
ASUS,ASUS ROG Zephyrus G14,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI 9 HX 370,34.36 Go,1000 Go,nVidia GeForce,Windows,1.57 kg,CHF 3717.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g14-14-amd-ryzen-ai-9-hx-370-3436-go-1000-go-ch-ordinateur-portable-53745215
ASUS,ASUS Zenbook S 14 OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.20 kg,CHF 1699.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-s-14-oled-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-46933142
ASUS,ASUS Zenbook A14,Ordinateur portable,"14"" 1920 x 1200 pixels",Snapdragon X Elite X1E-78-100,34.36 Go,1000 Go,Qualcomm Adreno,Windows,0.98 kg,CHF 1779.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-a14-14-snapdragon-x-elite-x1e-78-100-3436-go-1000-go-ch-ordinateur-portable-54565420
ASUS,ASUS ProArt P16,Ordinateur portable,"16"" 3840 x 2400 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,AMD Radeon,Windows,1.85 kg,CHF 2829.–,https://www.digitec.ch/fr/s1/product/asus-proart-p16-16-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-45422829
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 907.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-de-ordinateur-portable-55650367
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,16 Go,256 Go,AMD Radeon,Sans système d'exploitation,1.65 kg,CHF 449.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-ryzen-5-7520u-16-go-256-go-de-ordinateur-portable-35930877
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,8 Go,512 Go,Apple,MacOS,1.24 kg,CHF 899.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-8-go-512-go-ch-ordinateur-portable-43366900
Microsoft,Microsoft Surface Pro - Copilot+ PC - 11e édition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-64-100,16 Go,256 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 926.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-adaptateur-secteur-vendu-separement-11e-edition-13-snapdragon-x-plu-52806580
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 5 120U,16 Go,1000 Go,Intel HD Graphics,Windows,1.50 kg,CHF 939.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-5-120u-16-go-1000-go-ch-ordinateur-portable-44973831
Acer,Acer Aspire 17,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel Arc Graphics,Windows,2.09 kg,CHF 939.–,https://www.digitec.ch/fr/s1/product/acer-aspire-17-1730-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-47530925
Medion,Medion SPRCHRGD 14 S1 Elite,Ordinateur portable,"14"" 2880 x 1800 pixels",Snapdragon X Elite X1E-78-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.40 kg,CHF 649.–,https://www.digitec.ch/fr/s1/product/medion-sprchrgd-14-s1-elite-14-snapdragon-x-elite-x1e-78-100-16-go-512-go-ch-ordinateur-portable-46597591
Lenovo,Lenovo IdeaPad Pro 5,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen 7 8845HS,32 Go,1000 Go,AMD Radeon,Windows,1.46 kg,CHF 799.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-pro-5-14-amd-ryzen-7-8845hs-32-go-1000-go-ch-ordinateur-portable-42919845
ASUS,ASUS ExpertBook B3 Flip,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core 7 150U,24 Go,1000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 868.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b3-flip-14-intel-core-7-150u-24-go-1000-go-ch-ordinateur-portable-49606147
ASUS,ASUS ExpertBook B5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.70 kg,CHF 1342.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-16-intel-core-ultra-7-155u-32-go-1000-go-ch-ordinateur-portable-42907054
ASUS,ASUS ExpertBook P5,Ordinateur portable,"14"" 2560 x 1600 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.27 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-p5-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-49606144
HP,HP Envy x360 16-ad0652nz,Ordinateur portable,"16"" 2880 x 1800 pixels",AMD Ryzen 7 8840HS,16 Go,1000 Go,AMD Radeon,Windows,1.91 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/hp-envy-x360-16-ad0652nz-16-amd-ryzen-7-8840hs-16-go-1000-go-ch-ordinateur-portable-43709169
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 1774.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-16-go-1000-go-ch-ordinateur-portable-52511235
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1600 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1225.95,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-ch-ordinateur-portable-43366913
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Max,36 Go,1000 Go,Apple,MacOS,2.15 kg,CHF 3121.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-max-36-go-1000-go-ch-ordinateur-portable-52511265
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,24 Go,1000 Go,Apple,MacOS,2.14 kg,CHF 2699.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-24-go-1000-go-ch-ordinateur-portable-52858710
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.24 kg,CHF 1649.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-1000-go-ch-ordinateur-portable-55774275
Microsoft,Microsoft Surface Laptop Go 3,Ordinateur portable,"12.40"" 1536 x 1024 pixels",Intel Core i5-1235U,8 Go,256 Go,Iris Xe Graphics,Windows,1.13 kg,CHF 699.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-go-3-1240-intel-core-i5-1235u-8-go-256-go-ch-ordinateur-portable-37652810
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8845HS,16 Go,1000 Go,AMD Radeon,Windows,1.60 kg,CHF 699.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-14-amd-ryzen-7-8845hs-16-go-1000-go-ch-ordinateur-portable-43748049
Gigabyte,Gigabyte G6X,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i7-13650HX,16 Go,1000 Go,Intel UHD Graphics,Windows,2.50 kg,CHF 922.–,https://www.digitec.ch/fr/s1/product/gigabyte-g6x-16-intel-core-i7-13650hx-16-go-1000-go-de-ordinateur-portable-43790447
Acer,Acer Nitro 17 RTX 4070,Ordinateur portable,"17.30"" 2560 x 1440 pixels",AMD Ryzen 9 8945HS,32 Go,1000 Go,AMD Radeon,Windows,3.10 kg,1550,https://www.digitec.ch/fr/s1/product/acer-nitro-17-rtx-4070-1730-amd-ryzen-9-8945hs-32-go-1000-go-ch-ordinateur-portable-49698799?shid=1941469
ASUS,ASUS Vivobook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel UHD Graphics,Windows,1.50 kg,CHF 672.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-36161731
Acer,Acer Aspire Go 14,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel N100,4 Go,128 Go,Intel UHD Graphics,Windows,1.49 kg,CHF 322.–,https://www.digitec.ch/fr/s1/product/acer-aspire-go-14-14-intel-n100-4-go-128-go-ch-ordinateur-portable-45151384
Microsoft,Microsoft Surface Laptop 7e édition for business - Copilot+ PC,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.22 kg,CHF 1152.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-7e-edition-for-business-avec-adaptateur-secteur-copilot-pc-1380-snapdragon--46139910
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,16 Go,1000 Go,Qualcomm Adreno,Windows,1.66 kg,CHF 1531.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-15-snapdragon-x-elite-x1e-80-100-16-go-1000-go-ch-ordi-45452060
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Elite X1E-80-100,16 Go,1000 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1549.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-elite-x1e-80-100-16-go-1000-45452070
ASUS,ASUS ExpertBook B5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.59 kg,CHF 749.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-42907251
Apple,Apple MacBook Air - 2022,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M2,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 795.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2022-1360-m2-16-go-256-go-ch-ordinateur-portable-52520059
Microsoft,Microsoft Surface Pro – Copilot+ PC – 11. Edition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-64-100,16 Go,512 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1065.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-mit-netzteil-11-edition-13-snapdragon-x-plus-x1p-64-100-16-go-512-g-45452065
HP,HP ZBook Power G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 9 185H,32 Go,1000 Go,Intel Arc Graphics,Windows,2.12 kg,CHF 2342.–,https://www.digitec.ch/fr/s1/product/hp-zbook-power-g11-16-intel-core-ultra-9-185h-32-go-1000-go-ch-ordinateur-portable-45089914
HP,HP Omnibook Ultra Flip,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.34 kg,CHF 1789.–,https://www.digitec.ch/fr/s1/product/hp-omnibook-ultra-flip-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-53678906
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,8 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1247.95,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-8-go-256-go-ch-ordinateur-portable-43366910
HP,HP Victus RTX3050,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i5-13420H,16 Go,512 Go,,FreeDOS,2.29 kg,CHF 668.–,https://www.digitec.ch/fr/s1/product/hp-victus-rtx3050-1560-intel-core-i5-13420h-16-go-512-go-de-ordinateur-portable-54657995
Lenovo,Lenovo ThinkPad T14 Gen 5,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 7 8840U,32 Go,1000 Go,AMD Radeon,Windows,1.39 kg,CHF 1696.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-t14-gen-5-14-amd-ryzen-7-8840u-32-go-1000-go-ch-ordinateur-portable-46143257
Lenovo,Lenovo ThinkPad X9-15 Gen 1,Ordinateur portable,"15.30"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.40 kg,CHF 1889.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x9-15-gen-1-1530-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54308847
Lenovo,Lenovo ThinkPad X13 Gen 4,Ordinateur portable,"13.30"" 1920 x 1200 pixels",Intel Core i5-1335U,16 Go,512 Go,Intel Iris Graphics,Windows,1.09 kg,CHF 1528.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x13-gen-4-1330-intel-core-i5-1335u-16-go-512-go-ch-ordinateur-portable-33027121
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1179.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-512-go-ch-ordinateur-portable-43366917
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1542.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-24-go-512-go-ch-ordinateur-portable-55649994
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Max,36 Go,1000 Go,Apple,MacOS,1.62 kg,CHF 2904.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-max-36-go-1000-go-ch-ordinateur-portable-52511241
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,1000 Go,Apple,MacOS,1.60 kg,CHF 2799.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-48-go-1000-go-ch-ordinateur-portable-52858685
Apple,Apple MacBook Air - 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1138.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-256-go-ch-ordinateur-portable-55650003
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1350.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-512-go-ch-ordinateur-portable-55649991
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core 7 240H,32 Go,1000 Go,,Windows,1.85 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-16-intel-core-7-240h-32-go-1000-go-ch-ordinateur-portable-54994905
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i3-1315U,8 Go,256 Go,Intel UHD Graphics,Windows,1.67 kg,CHF 399.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-intel-core-i3-1315u-8-go-256-go-ch-ordinateur-portable-32990516
ASUS,ASUS VivoBook Pro OLED,Ordinateur portable,"15.60"" 2880 x 1620 pixels",Intel Core Ultra 9 285H,24 Go,1000 Go,Intel Arc Graphics,Windows,1.80 kg,CHF 1630.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-pro-oled-1560-intel-core-ultra-9-285h-24-go-1000-go-ch-ordinateur-portable-53745218
ASUS,ASUS ZenBook S 16 OLED,Ordinateur portable,"16"" 2880 x 1800 pixels",AMD Ryzen AI 7 350,16 Go,1000 Go,AMD Radeon,Windows,1.50 kg,CHF 1534.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-s-16-oled-16-amd-ryzen-ai-7-350-16-go-1000-go-ch-ordinateur-portable-53745211
ASUS,ASUS Vivobook S15,Ordinateur portable,"15.60"" 2880 x 1620 pixels",Snapdragon X Elite X1E-78-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.42 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s15-1560-snapdragon-x-elite-x1e-78-100-32-go-1000-go-ch-ordinateur-portable-45422494
ASUS,ASUS ROG Zephyrus G16 OLED RTX 4070,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,nVidia GeForce,Windows,1.85 kg,CHF 2896.26,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-oled-rtx-4070-16-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-46179841?shid=1924621
ASUS,ASUS ROG Strix SCAR 18,Ordinateur portable,"18"" 2560 x 1600 pixels",Intel Core Ultra 9 275HX,32 Go,2000 Go,Intel Arc Graphics,Windows,3.30 kg,CHF 4363.–,https://www.digitec.ch/fr/s1/product/asus-rog-strix-scar-18-18-intel-core-ultra-9-275hx-32-go-2000-go-ch-ordinateur-portable-53745212
ASUS,ASUS ROG Zephyrus G14,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI 9 HX 370,34.36 Go,1000 Go,,Windows,1.57 kg,CHF 3346.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g14-14-amd-ryzen-ai-9-hx-370-3436-go-1000-go-ch-ordinateur-portable-53745228
ASUS,ASUS VivoBook S 16 OLED,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 7 255H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.50 kg,CHF 1199.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-16-oled-16-intel-core-ultra-7-255h-32-go-1000-go-ch-ordinateur-portable-53745224
Acer,Acer Nitro V 15 RTX 4060,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i9-13900H,16 Go,512 Go,Intel Iris Graphics,Windows,2.10 kg,CHF 1459.–,https://www.digitec.ch/fr/s1/product/acer-nitro-v-15-rtx-4060-1560-intel-core-i9-13900h-16-go-512-go-ch-ordinateur-portable-51149893
ASUS,ASUS ROG Zephyrus G16 RTX 5070 Ti,Ordinateur portable,"16"" 2560 x 1600 pixels",Intel Core Ultra 9 285H,32 Go,1000 Go,nVidia GeForce,Windows,1.95 kg,CHF 3438.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-rtx-5070-ti-16-intel-core-ultra-9-285h-32-go-1000-go-ch-ordinateur-portable-53745208
ASUS,ASUS ZenBook S 14 OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",AMD Ryzen AI 7 350,16 Go,512 Go,AMD Radeon,Windows,1.20 kg,CHF 1297.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-s-14-oled-14-amd-ryzen-ai-7-350-16-go-512-go-ch-ordinateur-portable-53745209
